id,Lemma,POS,PL_full,PL,EN,PL_sentence,EN_sentence,media
174,czas zimowy,NOUN,czas zimowy,czas zimowy,"winter time, standard time",W październiku zmieniamy czas na <b>czas zimowy</b>.,"In October, we change the time to <b>winter time</b>.",
175,pora dnia,NOUN,pora dnia,pora dnia,"time of day, time of the day",To moja ulubiona <b>pora dnia</b> na spacer.,This is my favorite <b>time of day</b> for a walk.,
176,Czas to pieniądz.,PHRASE,Czas to pieniądz.,Czas to pieniądz.,Time is money,"Pamiętaj, że <b>czas to pieniądz</b>, więc nie zwlekaj.","Remember that <b>time is money</b>, so do not delay.",
177,czas minął,PHRASE,czas minął,czas minął,"time is up, time's out","Niestety, twój <b>czas minął</b> i musisz oddać kartkę.","Unfortunately, your <b>time is up</b> and you must hand in the paper.",
178,raz na pięć lat,ADV,raz na pięć lat,raz na pięć lat,once every five years,Ten wielki festiwal odbywa się <b>raz na pięć lat</b>.,This big festival takes place <b>once every five years</b>.,
179,jutro,ADV,jutro,jutro,tomorrow,Zadzwonię do ciebie <b>jutro</b> po pracy.,I will call you <b>tomorrow</b> after work.,
180,dzisiaj,ADV,dzisiaj,dzisiaj,"today, nowadays",<b>Dzisiaj</b> jest wyjątkowo słonecznie i ciepło.,<b>Today</b> is exceptionally sunny and warm.,
181,zegarek,NOUN,zegarek,zegarek,"watch, wristwatch",Kupiłem nowy <b>zegarek</b> z czarnym paskiem.,I bought a new <b>watch</b> with a black strap.,
182,rodzina,NOUN,rodzina,rodzina,"family, household",Moja <b>rodzina</b> mieszka w małym domu pod miastem.,My <b>family</b> lives in a small house outside the city.,
183,siostra,NOUN,siostra,siostra,sister,Moja młodsza <b>siostra</b> studiuje medycynę.,My younger <b>sister</b> is studying medicine.,
184,brat,NOUN,brat,brat,brother,Mój <b>brat</b> gra w piłkę nożną.,My <b>brother</b> plays football.,
185,przodek,NOUN,przodek,przodek,"ancestor, forefather",Mój daleki <b>przodek</b> pochodził z Włoch.,My distant <b>ancestor</b> came from Italy.,
186,sierota,NOUN,sierota,sierota,orphan,Chłopiec został <b>sierotą</b> w wieku dziesięciu lat.,The boy became an <b>orphan</b> at the age of ten.,
187,adopcja,NOUN,adopcja,adopcja,adoption,Proces <b>adopcji</b> dziecka może trwać latami.,The process of child <b>adoption</b> can take years.,
188,mama,NOUN,mama,mama,"mother, mom, mummy",Moja <b>mama</b> robi najlepsze pierogi na świecie.,My <b>mother</b> makes the best dumplings in the world.,
189,tata,NOUN,tata,tata,"father, dad, daddy",Mój <b>tata</b> pracuje jako inżynier.,My <b>father</b> works as an engineer.,
190,ciotka,NOUN,ciotka,ciotka,aunt,Moja <b>ciotka</b> mieszka w małej wiosce na południu.,My <b>aunt</b> lives in a small village in the south.,
191,żona,NOUN,żona,żona,wife,Jego <b>żona</b> jest nauczycielką języka angielskiego.,His <b>wife</b> is an English teacher.,
192,pokolenie,NOUN,pokolenie,pokolenie,generation,Młode <b>pokolenie</b> bardzo sprawnie posługuje się technologią.,The young <b>generation</b> uses technology very efficiently.,
193,siostrzeniec,NOUN,siostrzeniec,siostrzeniec,nephew (sister's son),Mój <b>siostrzeniec</b> właśnie zaczął chodzić do szkoły.,My <b>nephew</b> has just started going to school.,
194,szwagier,NOUN,szwagier,szwagier,brother-in-law,Mój <b>szwagier</b> i ja często chodzimy na ryby.,My <b>brother-in-law</b> and I often go fishing.,
195,kuzyn,NOUN,kuzyn,kuzyn,cousin,Mój <b>kuzyn</b> przyjeżdża do nas na święta.,My <b>cousin</b> is coming to visit us for the holidays.,
196,córka,NOUN,córka,córka,daughter,Ich najstarsza <b>córka</b> wyjechała na studia do Warszawy.,Their eldest <b>daughter</b> went to Warsaw for university.,
197,synowa,NOUN,synowa,synowa,daughter-in-law,Moja <b>synowa</b> jest bardzo utalentowaną malarką.,My <b>daughter-in-law</b> is a very talented painter.,
198,potomek,NOUN,potomek,potomek,"descendant, offspring",Jestem ostatnim żyjącym <b>potomkiem</b> tego rodu.,I am the last living <b>descendant</b> of this lineage.,
199,rozwód,NOUN,rozwód,rozwód,divorce,Para zdecydowała się na <b>rozwód</b> po dziesięciu latach małżeństwa.,The couple decided to get a <b>divorce</b> after ten years of marriage.,
200,starsza siostra,PHRASE,starsza siostra,starsza siostra,"elder sister, big sister",Moja <b>starsza siostra</b> zawsze mi pomagała w lekcjach.,My <b>elder sister</b> always helped me with my homework.,
201,życie rodzinne,PHRASE,życie rodzinne,życie rodzinne,family life,Dla wielu osób <b>życie rodzinne</b> jest najważniejszą wartością.,"For many people, <b>family life</b> is the most important value.",
202,teść,NOUN,teść,teść,father-in-law,Mój <b>teść</b> jest pasjonatem starych samochodów.,My <b>father-in-law</b> is a classic car enthusiast.,
203,rodzina zastępcza,NOUN,rodzina zastępcza,rodzina zastępcza,foster family,Moja <b>rodzina zastępcza</b> dała mi wiele wsparcia i miłości.,My <b>foster family</b> gave me a lot of support and love.,
204,wnuki,NOUN,wnuki,wnuki,grandchildren,Dziadkowie zawsze z niecierpliwością czekają na swoje <b>wnuki</b>.,Grandparents always look forward to seeing their <b>grandchildren</b>.,
205,dziadek,NOUN,dziadek,dziadek,"grandfather, grandpa",Mój <b>dziadek</b> uwielbia opowiadać historie z czasów wojny.,My <b>grandfather</b> loves to tell stories from the war.,
206,babcia,NOUN,babcia,babcia,"grandmother, grandma",<b>Babcia</b> upiekła pyszne ciasto drożdżowe na niedzielę.,<b>Grandma</b> baked a delicious yeast cake for Sunday.,
207,wnuk,NOUN,wnuk,wnuk,grandson,"To jest mój najstarszy <b>wnuk</b>, który studiuje medycynę.","This is my oldest <b>grandson</b>, who is studying medicine.",
208,brat przyrodni,NOUN,brat przyrodni,brat przyrodni,half-brother,Mój <b>brat przyrodni</b> mieszka na stałe w Gdańsku.,My <b>half-brother</b> lives permanently in Gdańsk.,
209,siostra przyrodnia,NOUN,siostra przyrodnia,siostra przyrodnia,half-sister,Moja <b>siostra przyrodnia</b> jest o pięć lat młodsza ode mnie.,My <b>half-sister</b> is five years younger than me.,
210,mąż,NOUN,mąż,mąż,husband,Jej <b>mąż</b> pracuje jako programista w międzynarodowej firmie.,Her <b>husband</b> works as a programmer in an international company.,
211,żyć w separacji,PHRASE,żyć w separacji,żyć w separacji,"live in separation, be separated",Oni zdecydowali się <b>żyć w separacji</b> przed podjęciem decyzji o rozwodzie.,They decided to <b>live in separation</b> before making a decision about a divorce.,
212,małżeństwo,NOUN,małżeństwo,małżeństwo,"marriage, married couple",Ich <b>małżeństwo</b> trwa już ponad trzydzieści lat.,Their <b>marriage</b> has lasted for over thirty years.,
213,poślubić kogoś,PHRASE,poślubić kogoś,poślubić kogoś,"marry someone, wed",Jan zamierza <b>poślubić</b> Annę w przyszłe lato.,Jan intends to <b>marry</b> Anna next summer.,
214,teściowa,NOUN,teściowa,teściowa,mother-in-law,Moja <b>teściowa</b> jest bardzo pomocną i życzliwą osobą.,My <b>mother-in-law</b> is a very helpful and kind person.,
215,siostrzenica,NOUN,siostrzenica,siostrzenica,niece,Moja <b>siostrzenica</b> właśnie zaczęła naukę w liceum.,My <b>niece</b> has just started high school.,
216,jedynak,NOUN,jedynak,jedynak,only child,"Jako <b>jedynak</b>, zawsze marzyłem o posiadaniu starszego brata.","As an <b>only child</b>, I always dreamed of having an older brother.",
217,rodzice,NOUN,rodzice,rodzice,parents,Moi <b>rodzice</b> obchodzą w tym roku trzydziestą rocznicę ślubu.,My <b>parents</b> are celebrating their thirtieth wedding anniversary this year.,
218,krewni,NOUN,krewni,krewni,"relatives, kin",Na Boże Narodzenie zjechali się wszyscy nasi bliscy <b>krewni</b>.,All our close <b>relatives</b> came together for Christmas.,
219,bratowa,NOUN,bratowa,bratowa,sister-in-law,Moja <b>bratowa</b> świetnie gotuje i często zaprasza nas na obiad.,My <b>sister-in-law</b> is a great cook and often invites us for dinner.,
220,syn,NOUN,syn,syn,son,Ich najmłodszy <b>syn</b> bardzo interesuje się astronomią.,Their youngest <b>son</b> is very interested in astronomy.,
221,zięć,NOUN,zięć,zięć,son-in-law,Mój <b>zięć</b> pomógł mi wczoraj naprawić cieknący kran.,My <b>son-in-law</b> helped me fix a leaking tap yesterday.,
222,ojczym,NOUN,ojczym,ojczym,stepfather,Mój <b>ojczym</b> traktuje mnie jak własne dziecko od samego początku.,My <b>stepfather</b> has treated me like his own child from the very beginning.,
223,macocha,NOUN,macocha,macocha,stepmother,Moja <b>macocha</b> jest dla mnie bardzo dobra.,My <b>stepmother</b> is very good to me.,
224,bliźniak,NOUN,bliźniak,bliźniak,twin,Mój brat jest moim <b>bliźniakiem</b>.,My brother is my <b>twin</b>.,
225,bliźniak,NOUN,bliźniak,bliźniak,"semi-detached house, duplex",Oni mieszkają w nowym <b>bliźniaku</b> na przedmieściach.,They live in a new <b>semi-detached house</b> in the suburbs.,
226,wujek,NOUN,wujek,wujek,uncle,Mój <b>wujek</b> mieszka w Warszawie.,My <b>uncle</b> lives in Warsaw.,
227,wychowanie,NOUN,wychowanie,wychowanie,"upbringing, education",Dobre <b>wychowanie</b> wynosi się z domu.,A good <b>upbringing</b> starts at home.,
228,wdowa,NOUN,wdowa,wdowa,widow,Ta starsza pani jest <b>wdową</b> od dziesięciu lat.,That elderly lady has been a <b>widow</b> for ten years.,
229,wdowiec,NOUN,wdowiec,wdowiec,widower,Po śmierci żony został <b>wdowcem</b>.,"After his wife's death, he became a <b>widower</b>.",
230,Pokochają cię jak syna.,PHRASE,Pokochają cię jak syna.,Pokochają cię jak syna.,They will love you like a son.,"Nie martw się, <b>pokochają cię jak syna</b>.","Don't worry, <b>they will love you like a son</b>.",
231,"Jego matka zmarła, kiedy miał 11 lat.",PHRASE,"Jego matka zmarła, kiedy miał 11 lat.","Jego matka zmarła, kiedy miał 11 lat.",His mother died when he was 11 years old.,"To wielka tragedia, że <b>jego matka zmarła, kiedy miał 11 lat</b>.",It's a great tragedy that <b>his mother died when he was 11 years old</b>.,
232,Zostali bez ojca.,PHRASE,Zostali bez ojca.,Zostali bez ojca.,They were left fatherless.,Po wypadku dzieci <b>zostali bez ojca</b>.,"After the accident, the children <b>were left fatherless</b>.",
233,Rodzice go bili.,PHRASE,Rodzice go bili.,Rodzice go bili.,He was beaten by his parents.,"Wszyscy wiedzieli, że <b>rodzice go bili</b> w dzieciństwie.",Everyone knew that <b>he was beaten by his parents</b> as a child.,
234,Jest czarną owcą rodziny.,PHRASE,Jest czarną owcą rodziny.,Jest czarną owcą rodziny.,She is the black sheep of the family.,"Zawsze sprawiała kłopoty, bo <b>jest czarną owcą rodziny</b>.",She always caused trouble because <b>she is the black sheep of the family</b>.,
235,Wychowali siedmioro adoptowanych dzieci.,PHRASE,Wychowali siedmioro adoptowanych dzieci.,Wychowali siedmioro adoptowanych dzieci.,They raised seven adopted children.,To niesamowici ludzie – <b>wychowali siedmioro adoptowanych dzieci</b>.,They are amazing people – <b>they raised seven adopted children</b>.,
236,"Edgar był dzieckiem, kiedy jego ojciec porzucił rodzinę.",PHRASE,"Edgar był dzieckiem, kiedy jego ojciec porzucił rodzinę.","Edgar był dzieckiem, kiedy jego ojciec porzucił rodzinę.",Edgar was a baby when his father left the family.,"<b>Edgar był dzieckiem, kiedy jego ojciec porzucił rodzinę</b>.",<b>Edgar was a baby when his father left the family</b>.,
237,Rzadko widywał się ze swoimi rodzicami.,PHRASE,Rzadko widywał się ze swoimi rodzicami.,Rzadko widywał się ze swoimi rodzicami.,He rarely saw his parents.,"Odkąd wyjechał na studia, <b>rzadko widywał się ze swoimi rodzicami</b>.","Since he left for university, <b>he rarely saw his parents</b>.",
238,Miał dwie starsze siostry.,PHRASE,Miał dwie starsze siostry.,Miał dwie starsze siostry.,He had two older sisters.,"On był najmłodszy, bo <b>miał dwie starsze siostry</b>.",He was the youngest because <b>he had two older sisters</b>.,
239,Małżeństwo miało problemy od początku.,PHRASE,Małżeństwo miało problemy od początku.,Małżeństwo miało problemy od początku.,The marriage had problems from the start.,Niestety ich <b>małżeństwo miało problemy od początku</b>.,"Unfortunately, their <b>marriage had problems from the start</b>.",
240,"Wiedziała, że jej miejsce jest przy mężu.",PHRASE,"Wiedziała, że jej miejsce jest przy mężu.","Wiedziała, że jej miejsce jest przy mężu.",She knew that her place was with her husband.,"Mimo trudności <b>wiedziała, że jej miejsce jest przy mężu</b>.","Despite the difficulties, <b>she knew that her place was with her husband</b>.",
241,Ich małżeństwo wytrzymało tylko kilka lat.,PHRASE,Ich małżeństwo wytrzymało tylko kilka lat.,Ich małżeństwo wytrzymało tylko kilka lat.,Their marriage lasted only a few years.,Zbyt szybko podjęli decyzję i <b>ich małżeństwo wytrzymało tylko kilka lat</b>.,They made the decision too quickly and <b>their marriage lasted only a few years</b>.,
242,Nie chciał rozwieść się z żoną.,PHRASE,Nie chciał rozwieść się z żoną.,Nie chciał rozwieść się z żoną.,He would not divorce his wife.,Kochał ją i <b>nie chciał rozwieść się z żoną</b>.,He loved her and <b>would not divorce his wife</b>.,
243,Pięć lat później rozwiedli się.,PHRASE,Pięć lat później rozwiedli się.,Pięć lat później rozwiedli się.,Five years later they divorced.,"Próbowali ratować ten związek, ale <b>pięć lat później rozwiedli się</b>.","They tried to save the relationship, but <b>five years later they divorced</b>.",
244,urodzić się,VERB,urodzić się,urodzić się,be born,"<b>Urodziła się</b> w biednej, wiejskiej rodzinie.","She <b>was born</b> into a poor, rural family.",
245,małżeństwo,NOUN,małżeństwo,małżeństwo,marriage,Ma dwoje dzieci z pierwszego <b>małżeństwa</b>.,He has two children from his first <b>marriage</b>.,
246,utrzymanie,NOUN,utrzymanie,utrzymanie,"support, maintenance",Miał na <b>utrzymaniu</b> siedmioro dzieci.,He had seven children to <b>support</b>.,
247,rozwieść się,VERB,rozwieść się,rozwieść się,divorce,Nie chciała się <b>rozwieść</b>.,She refused to <b>divorce</b>.,
248,krajobraz,NOUN,krajobraz,krajobraz,"landscape, scenery",<b>Krajobraz</b> wiejski jest niezwykle malowniczy.,The rural <b>landscape</b> is extremely picturesque.,
249,archipelag,NOUN,archipelag,archipelag,archipelago,Ten <b>archipelag</b> składa się z setek małych wysp.,This <b>archipelago</b> consists of hundreds of small islands.,
250,brzeg,NOUN,brzeg,brzeg,"bank, shore, edge",Siedzieliśmy na <b>brzegu</b> rzeki i łowiliśmy ryby.,We were sitting on the river <b>bank</b> and fishing.,
251,kanion,NOUN,kanion,kanion,"canyon, gorge",Wielki <b>Kanion</b> w USA robi ogromne wrażenie.,The Grand <b>Canyon</b> in the USA is very impressive.,
252,przylądek,NOUN,przylądek,przylądek,"cape, headland",Statek opłynął <b>przylądek</b> wczesnym rankiem.,The ship sailed around the <b>cape</b> early in the morning.,
253,jaskinia,NOUN,jaskinia,jaskinia,"cave, cavern",W tej <b>jaskini</b> odkryto starożytne malowidła.,Ancient paintings were discovered in this <b>cave</b>.,
254,wybrzeże,NOUN,wybrzeże,wybrzeże,"coast, coastline, seaside",Polskie <b>wybrzeże</b> słynie z szerokich plaż.,The Polish <b>coast</b> is famous for its wide beaches.,
255,pustynia,NOUN,pustynia,pustynia,desert,Sahara to największa gorąca <b>pustynia</b> na Ziemi.,The Sahara is the largest hot <b>desert</b> on Earth.,
256,plaża,NOUN,plaża,plaża,beach,Latem piaszczysta <b>plaża</b> jest pełna ludzi.,"In the summer, the sandy <b>beach</b> is full of people.",
257,ujście,NOUN,ujście,ujście,"estuary, mouth",Gdańsk jest położony u <b>ujścia</b> Wisły.,Gdansk is located at the <b>mouth</b> of the Vistula.,
258,wzgórze,NOUN,wzgórze,wzgórze,hill,"Na <b>wzgórzu</b> stoi stary, drewniany kościółek.",An old wooden church stands on the <b>hill</b>.,
259,pole,NOUN,pole,pole,field,Złote <b>pole</b> pszenicy falowało na wietrze.,A golden <b>field</b> of wheat swayed in the wind.,
260,piaszczysty,ADJ,piaszczysty,piaszczysty,sandy,Dzieci budowały zamki na <b>piaszczystej</b> plaży.,Children were building castles on the <b>sandy</b> beach.,
261,lodowiec,NOUN,lodowiec,lodowiec,glacier,Ten <b>lodowiec</b> topnieje w zastraszającym tempie.,This <b>glacier</b> is melting at an alarming rate.,
262,wrzosowisko,NOUN,wrzosowisko,wrzosowisko,"heath, moorland",Jesienią <b>wrzosowisko</b> pokrywa się fioletowymi kwiatami.,"In autumn, the <b>heath</b> is covered with purple flowers.",
263,góra,NOUN,góra,góra,mountain,Mount Everest to najwyższa <b>góra</b> świata.,Mount Everest is the highest <b>mountain</b> in the world.,
264,góra,NOUN,góra,góra,"top, summit",Zostawiłem okulary na <b>górze</b> szafki.,I left my glasses on <b>top</b> of the cabinet.,
265,Lodowiec,NOUN,Lodowiec,Lodowiec,glacier,Ten <b>lodowiec</b> topnieje bardzo szybko z powodu ocieplenia klimatu.,This <b>glacier</b> is melting very quickly due to global warming.,
266,rafa koralowa,PHRASE,rafa koralowa,rafa koralowa,coral reef,<b>Rafa koralowa</b> jest domem dla tysięcy gatunków ryb.,The <b>coral reef</b> is home to thousands of fish species.,
267,dżungla,NOUN,dżungla,dżungla,jungle,W <b>dżungli</b> panuje wysoka wilgotność i upał.,There is high humidity and heat in the <b>jungle</b>.,
